SNo,Rank,Allotted Quota,Allotted Institute,Course,Alloted Category,candidate Category,option No.,Remarks
12420,43530,-,-,-,-,-,-,Did not fill up fresh choices.
12421,43537,-,-,-,-,-,-,Did not fill up fresh choices.
12422,43540,-,-,-,-,-,-,Did not opt for Upgradation.
12423,43592,-,-,-,-,-,-,Did not opt for Upgradation.
12424,43593,All India,"SARDAR PATEL MEDICAL COLLEGE, BIKANER , MEDICAL COLLEGE ROAD,
BIKANER, Rajasthan, 334003",MBBS,SC,SC,19,Fresh Allotted in 2nd Round
12425,43606,-,-,-,-,-,-,Did not fill up fresh choices.
12426,43627,All India,"M.G.M. MEDICAL COLLEGE, INDORE , AB ROAD INDORE",MBBS,SC,SC,2,Fresh Allotted in 2nd Round
12427,43689,-,-,-,-,-,-,Not Allotted.
12428,43712,Open Seat Quota,"AIIMS Guahawti , PO- CHANGSARI, DISTRICT-KAMRUP,
Assam, 781101",MBBS,SC,SC,7,Fresh Allotted in 2nd Round
12429,43720,B.Sc Nursing All India,"College of Nursing BHU, VARANASI ,
The Director Institute of Medical Sciences Banaras Hindu University, Uttar Pradesh, 221005",B.Sc. Nursing,Open,OBC,261,Fresh Allotted in 2nd Round
12430,43759,-,-,-,-,-,-,Did not opt for Upgradation.
12431,43778,-,-,-,-,-,-,Not Allotted.
12432,43784,-,-,-,-,-,-,Did not fill up fresh choices.
12433,43787,B.Sc Nursing All India,"College of Nursing Bhopal Nursing College, BMHRC, BHOPAL , Bhopal Memorial Hospital and Research Centre Raisen  bypass road karond bhopal, Madhya Pradesh, 462038",B.Sc. Nursing,Open,GN,1,Fresh Allotted in 2nd Round
12434,43799,-,-,-,-,-,-,Did not opt for Upgradation.
12435,43803,-,-,-,-,-,-,Did not opt for Upgradation.
12436,43820,-,-,-,-,-,-,Did not fill up fresh choices.
12437,43836,-,-,-,-,-,-,Not Allotted.
12438,43878,-,-,-,-,-,-,Did not fill up fresh choices.
12439,43889,-,-,-,-,-,-,Not Allotted.
12440,43905,-,-,-,-,-,-,Did not opt for Upgradation.
12441,43928,All India,"DR.RAJENDRA PRASAD MC,
TANDA , Dr.Rajendra Prasad Govt.Medical College Kangra at Tanda, H.P., Himachal Pradesh, 176002",MBBS,SC,SC,25,Fresh Allotted in 2nd Round
12442,43933,-,-,-,-,-,-,Did not opt for Upgradation.
12443,43943,-,-,-,-,-,-,Not Allotted.
12444,43970,-,-,-,-,-,-,Did not opt for Upgradation.
12445,43977,-,-,-,-,-,-,Did not opt for Upgradation.
12446,43984,-,-,-,-,-,-,Did not opt for Upgradation.
12447,43988,-,-,-,-,-,-,No Upgradation
12448,43993,IP University Quota,"ESIC Dental College and Hospital , ESIC Hospital, Sector 15, Rohini, Delhi (NCT), 110089",BDS,OBC,OBC,37,Fresh Allotted in 2nd Round
12449,44014,-,-,-,-,-,-,No Upgradation
12450,44035,-,-,-,-,-,-,Did not fill up fresh choices.
12451,44058,-,-,-,-,-,-,No Upgradation
12452,44075,-,-,-,-,-,-,No Upgradation
12453,44110,-,-,-,-,-,-,Did not fill up fresh choices.
12454,44112,-,-,-,-,-,-,Did not opt for Upgradation.
12455,44116,-,-,-,-,-,-,Did not opt for Upgradation.
12456,44161,Employees State Insurance Scheme(ESI),"ESIC Medical College AND PGIMSR,
Chennai , ASHOK PILLAR ROAD KK NAGAR
CHENNAI, Tamil Nadu, 600078",MBBS,Open,GN,1,Upgraded
12457,44165,Open Seat Quota,"AIIMS, Madurai , AIIMS MADURAI,
Tamil Nadu, 625008",MBBS,SC,SC,19,Fresh Allotted in 2nd Round
12458,44168,-,-,-,-,-,-,Did not opt for Upgradation.
12459,44171,-,-,-,-,-,-,Not Allotted.
12460,44219,-,-,-,-,-,-,Did not opt for Upgradation.
12461,44235,-,-,-,-,-,-,Did not fill up fresh choices.
12462,44236,-,-,-,-,-,-,No Upgradation
12463,44240,Deemed/Paid Seats Quota,"Kasturba Medical College, Manipal Univ., Manipal , Madhav Nagar, Manipal, Karnataka State India, Karnataka, 576104",MBBS,Open,GN,332,Fresh Allotted in 2nd Round
12464,44266,-,-,-,-,-,-,Not Allotted.
12465,44323,-,-,-,-,-,-,Did not opt for Upgradation.
12466,44327,-,-,-,-,-,-,Not Allotted.
12467,44340,Open Seat Quota,"AIIMS Guahawti , PO- CHANGSARI, DISTRICT-KAMRUP,
Assam, 781101",MBBS,SC,SC,7,Fresh Allotted in 2nd Round
12468,44348,-,-,-,-,-,-,No Upgradation
12469,44363,-,-,-,-,-,-,Did not fill up fresh choices.
12470,44364,-,-,-,-,-,-,Did not opt for Upgradation.
12471,44373,-,-,-,-,-,-,Did not fill up fresh choices.
12472,44388,All India,"MAHARAJA K.C. GAJAPATI M.C.,BRAHMAPUR , MKCG MEDICAL COLLEGE CAMPUS, BERHAMPUR,
GANJAM, Odisha, 760004",MBBS,SC,SC,26,Fresh Allotted in 2nd Round
12473,44391,-,-,-,-,-,-,Did not opt for Upgradation.
12474,44396,-,-,-,-,-,-,Did not opt for Upgradation.
12475,44439,-,-,-,-,-,-,Not Allotted.
12476,44452,-,-,-,-,-,-,Did not opt for Upgradation.
12477,44475,-,-,-,-,-,-,Did not opt for Upgradation.
12478,44501,IP University Quota,"ESIC Dental College and Hospital , ESIC Hospital, Sector 15, Rohini, Delhi (NCT), 110089",BDS,EWS,EWS,25,Fresh Allotted in 2nd Round
12479,44506,-,-,-,-,-,-,Did not fill up fresh choices.
12480,44532,-,-,-,-,-,-,Did not fill up fresh choices.
12481,44597,-,-,-,-,-,-,Did not opt for Upgradation.
12482,44611,Open Seat Quota,"AIIMS Guahawti , PO- CHANGSARI, DISTRICT-KAMRUP,
Assam, 781101",MBBS,SC,SC,25,Fresh Allotted in 2nd Round
12483,44657,-,-,-,-,-,-,Not Allotted.
12484,44663,Deemed/Paid Seats Quota,"Institute of Medical Sciences and SUM Host., Bhubaneswar , K 8 Kalinga Nagar Po Mahalaxmi Vihar Bhubaneswar, Odisha, 751029",MBBS,Open,OBC,1,Fresh Allotted in 2nd Round
12485,44664,Deemed/Paid Seats Quota,"Kasturba Medical College, Manipal Univ., Manipal , Madhav Nagar, Manipal, Karnataka State India, Karnataka, 576104",MBBS,Open,GN,1,Fresh Allotted in 2nd Round
12486,44684,-,-,-,-,-,-,Did not fill up fresh choices.
12487,44687,Open Seat Quota,"AIIMS Guahawti , PO- CHANGSARI, DISTRICT-KAMRUP,
Assam, 781101",MBBS,SC,SC,18,Fresh Allotted in 2nd Round
12488,44694,-,-,-,-,-,-,Did not fill up fresh choices.
12489,44704,-,-,-,-,-,-,Did not opt for Upgradation.
12490,44708,-,-,-,-,-,-,No Upgradation
12491,44709,-,-,-,-,-,-,Not Allotted.
12492,44714,Open Seat Quota,"AIIMS, Gorakhpur  , AIIMS Gorakhpur, Medical College Building, Kunraghat, Gorakhpur, Uttar Pradesh, 273008",MBBS,ST,ST,8,Upgraded
12493,44736,-,-,-,-,-,-,Not Allotted.
12494,44769,Open Seat Quota,"AIIMS, Madurai , AIIMS MADURAI,
Tamil Nadu, 625008",MBBS,SC,SC,21,Fresh Allotted in 2nd Round
12495,44775,-,-,-,-,-,-,Did not fill up fresh choices.
12496,44826,-,-,-,-,-,-,Did not fill up fresh choices.
12497,44843,All India,"G.S.V.M. MEDICAL COLLEGE, KANPUR
, G.S.V.M Medical College Kanpur Swaroop  Nagar Kanpur
U.P 208002, Uttar
Pradesh, 208002",MBBS,SC,SC,17,Fresh Allotted in 2nd Round
12498,44853,All India,"DR.S.N. MEDICAL COLLEGE, JODHPUR , RESIDENCY ROAD SHASTRI NAGAR JODHPUR RAJASTHAN 342
003, Rajasthan,
342003",MBBS,SC,SC,8,Upgraded
12499,44892,-,-,-,-,-,-,Did not opt for Upgradation.
12500,44918,B.Sc Nursing All India,"College of Nursing Bhopal Nursing College, BMHRC, BHOPAL , Bhopal Memorial Hospital and Research Centre Raisen  bypass road karond bhopal, Madhya Pradesh, 462038",B.Sc. Nursing,Open,OBC,325,Fresh Allotted in 2nd Round
12501,44920,-,-,-,-,-,-,Did not opt for Upgradation.
12502,44939,-,-,-,-,-,-,No Upgradation
12503,44974,-,-,-,-,-,-,No Upgradation
12504,44997,-,-,-,-,-,-,Not Allotted.
12505,45000,-,-,-,-,-,-,Did not fill up fresh choices.
12506,45009,-,-,-,-,-,-,Did not opt for Upgradation.
12507,45016,-,-,-,-,-,-,Did not opt for Upgradation.
12508,45023,-,-,-,-,-,-,Not Allotted.
12509,45025,-,-,-,-,-,-,Not Allotted.
12510,45026,-,-,-,-,-,-,Did not opt for Upgradation.
12511,45037,-,-,-,-,-,-,Did not fill up fresh choices.
12512,45041,-,-,-,-,-,-,No Upgradation
12513,45054,Employees State Insurance Scheme(ESI),"ESIC PGIMSR, Joka,
Kolkata, WB , DIAMOND HARBOUR ROAD POST OFFICE JOKA KOLKATA 700104,
West Bengal, 700104",MBBS,Open,GN,5,Fresh Allotted in 2nd Round
12514,45068,-,-,-,-,-,-,Did not fill up fresh choices.
12515,45088,All India,"Govt institute of Medcial Sciences, GREATER NOIDA , GOVERNMENT INSTITUTE OF MEDICAL SCIENCES GREATER NOIDA GAUTAM BUDH NAGAR UTTAR
PRADESH, Uttar Pradesh, 201310",MBBS,SC,SC,23,Fresh Allotted in 2nd Round
12516,45106,-,-,-,-,-,-,Not Allotted.
12517,45120,IP University Quota,"ESIC Dental College and Hospital , ESIC Hospital, Sector 15, Rohini, Delhi (NCT), 110089",BDS,OBC,OBC,45,Fresh Allotted in 2nd Round
12518,45122,-,-,-,-,-,-,Not Allotted.
12519,45126,-,-,-,-,-,-,Did not opt for Upgradation.
12520,45175,-,-,-,-,-,-,No Upgradation
12521,45179,-,-,-,-,-,-,Did not opt for Upgradation.
12522,45184,Deemed/Paid Seats Quota,"SYMBIOSIS MEDICAL COLLEGE FOR WOMEN PUNE
, Gram Lavale Tal Mulshi Pune, Maharashtra, 412115 (Female Seat only )",MBBS,Open,GN,10,Fresh Allotted in 2nd Round
12523,45185,All India,"LOKMANYA TILAK MUNICIPAL M C,MUMBAI , Dr.
Babasaheb Ambedkar Road, Sion, Mumbai, Maharashtra, 400022",MBBS,SC,SC,21,Fresh Allotted in 2nd Round
12524,45199,-,-,-,-,-,-,Did not fill up fresh choices.
12525,45301,Open Seat Quota,"AIIMS, Madurai , AIIMS MADURAI,
Tamil Nadu, 625008",MBBS,SC,SC,24,Fresh Allotted in 2nd Round
12526,45303,-,-,-,-,-,-,Did not fill up fresh choices.
12527,45330,-,-,-,-,-,-,Did not opt for Upgradation.
12528,45349,-,-,-,-,-,-,Did not opt for Upgradation.
12529,45369,-,-,-,-,-,-,Did not opt for Upgradation.
12530,45390,-,-,-,-,-,-,Did not opt for Upgradation.
12531,45411,-,-,-,-,-,-,Did not opt for Upgradation.
12532,45424,-,-,-,-,-,-,Did not opt for Upgradation.
12533,45456,-,-,-,-,-,-,Not Allotted.
12534,45501,-,-,-,-,-,-,Did not opt for Upgradation.
12535,45519,All India,"SARDAR PATEL MEDICAL COLLEGE, BIKANER , MEDICAL COLLEGE ROAD,
BIKANER, Rajasthan, 334003",MBBS,SC,SC,3,Fresh Allotted in 2nd Round
12536,45522,-,-,-,-,-,-,No Upgradation
12537,45565,B.Sc Nursing All India,"College of Nursing Dr. RML Hospital, New Delhi , Baba Kharak Singh Marg College of Nursing Dr RML Hospital, Delhi (NCT), 110001 (Female Seat only )",B.Sc. Nursing,Open,OBC,270,Fresh Allotted in 2nd Round
12538,45566,-,-,-,-,-,-,Not Allotted.
12539,45574,All India,"SLBS Govt. Medical College, Mandi , Mandi at Nerchowk Tehsil Balh PO Bhangrotu, Himachal Pradesh, 175021",MBBS,SC,SC,23,Fresh Allotted in 2nd Round
12540,45604,-,-,-,-,-,-,Not Allotted.
12541,45626,B.Sc Nursing All India,"St. Stephen's Hospital College of Nursing, Delhi , ST. STEPHENS HOSPITAL, TIS HAZARI, Delhi (NCT),
110054 (Female Seat only )",B.Sc. Nursing,Open,OBC,393,Fresh Allotted in 2nd Round
12542,45632,-,-,-,-,-,-,Did not opt for Upgradation.
12543,45637,-,-,-,-,-,-,Did not opt for Upgradation.
12544,45644,-,-,-,-,-,-,No Upgradation
12545,45646,-,-,-,-,-,-,Did not fill up fresh choices.
12546,45649,-,-,-,-,-,-,Did not opt for Upgradation.
12547,45650,-,-,-,-,-,-,Did not opt for Upgradation.
12548,45694,-,-,-,-,-,-,Did not opt for Upgradation.
12549,45730,-,-,-,-,-,-,No Upgradation
12550,45731,-,-,-,-,-,-,No Upgradation
12551,45736,-,-,-,-,-,-,Not Allotted.
12552,45775,-,-,-,-,-,-,Did not fill up fresh choices.
12553,45794,-,-,-,-,-,-,Not Allotted.
12554,45795,Employees State Insurance Scheme(ESI),"ESIC Medical College AND PGIMSR,
Chennai , ASHOK PILLAR ROAD KK NAGAR
CHENNAI, Tamil Nadu, 600078",MBBS,Open,GN,65,Upgraded
12555,45797,All India,"S.N. MEDICAL COLLEGE, AGRA , HOSPITAL ROAD
AGRA, Uttar Pradesh, 282002",MBBS,SC,SC,28,Upgraded
12556,45798,-,-,-,-,-,-,Did not opt for Upgradation.
12557,45825,-,-,-,-,-,-,Did not opt for Upgradation.
12558,45834,All India,"NILRATAN SIRKAR MEDICAL COLLEGE, KOLKATA , 138 AJC
Bose Road, Kolkata - 700014, West Bengal,
700014",MBBS,SC,SC,16,Upgraded
12559,45843,B.Sc Nursing All India,"College of Nursing BHU, VARANASI ,
The Director Institute of Medical Sciences Banaras Hindu University, Uttar Pradesh, 221005",B.Sc. Nursing,Open,OBC,300,Fresh Allotted in 2nd Round
12560,45891,-,-,-,-,-,-,Not Allotted.
12561,45942,-,-,-,-,-,-,No Upgradation
12562,45944,-,-,-,-,-,-,Did not opt for Upgradation.
12563,45960,-,-,-,-,-,-,No Upgradation
12564,45985,All India,"INST OF PG MED EDU & RESEARCH,KOLKAT A , 244 AJC Bose
Road, Kolkata, West Bengal, 700020",MBBS,SC,SC,1,Upgraded
12565,45991,Employees State Insurance Scheme(ESI),"Government Medical College and ESIC Hospital, Coimbatore
, KAMARAJAR ROAD, VARADHARAJAPUR AM, SINGANALLUR, COIMBATORE, Tamil Nadu, 641015",MBBS,Open,GN,2,Upgraded
12566,46007,-,-,-,-,-,-,Not Allotted.
12567,46011,-,-,-,-,-,-,Not Allotted.
12568,46019,Employees State Insurance Scheme(ESI),"Government Medical College and ESIC Hospital, Coimbatore
, KAMARAJAR ROAD, VARADHARAJAPUR AM, SINGANALLUR, COIMBATORE, Tamil Nadu, 641015",MBBS,Open,GN,2,Upgraded
12569,46025,Open Seat Quota,"AIIMS, Madurai , AIIMS MADURAI,
Tamil Nadu, 625008",MBBS,SC,SC,15,Fresh Allotted in 2nd Round
12570,46034,-,-,-,-,-,-,Did not fill up fresh choices.
12571,46112,All India,"DR.S.N. MEDICAL COLLEGE, JODHPUR , RESIDENCY ROAD SHASTRI NAGAR JODHPUR RAJASTHAN 342
003, Rajasthan,
342003",MBBS,SC,SC,25,Fresh Allotted in 2nd Round
12572,46166,Deemed/Paid Seats Quota,"SYMBIOSIS MEDICAL COLLEGE FOR WOMEN PUNE
, Gram Lavale Tal Mulshi Pune, Maharashtra, 412115 (Female Seat only )",MBBS,Open,GN,348,Fresh Allotted in 2nd Round
12573,46209,IP University Quota,"ESIC Dental College and Hospital , ESIC Hospital, Sector 15, Rohini, Delhi (NCT), 110089",BDS,OBC,OBC,10,Fresh Allotted in 2nd Round
12574,46216,-,-,-,-,-,-,No Upgradation
12575,46217,-,-,-,-,-,-,No Upgradation
12576,46226,-,-,-,-,-,-,Did not opt for Upgradation.
12577,46233,Deemed/Paid Seats Quota,"Kasturba Medical College, Manipal Univ., Manipal , Madhav Nagar, Manipal, Karnataka State India, Karnataka, 576104",MBBS,Open,GN,96,Upgraded
12578,46260,-,-,-,-,-,-,Did not opt for Upgradation.
12579,46267,-,-,-,-,-,-,Not Allotted.
12580,46283,Deemed/Paid Seats Quota,"SYMBIOSIS MEDICAL COLLEGE FOR WOMEN PUNE
, Gram Lavale Tal Mulshi Pune, Maharashtra, 412115 (Female Seat only )",MBBS,Open,GN,1,Fresh Allotted in 2nd Round
12581,46286,-,-,-,-,-,-,Did not opt for Upgradation.
12582,46304,-,-,-,-,-,-,Did not opt for Upgradation.
12583,46317,-,-,-,-,-,-,Did not opt for Upgradation.
12584,46327,Deemed/Paid Seats Quota,"Kasturba Medical College, Manipal Univ., Manipal , Madhav Nagar, Manipal, Karnataka State India, Karnataka, 576104",MBBS,Open,OBC,1,Fresh Allotted in 2nd Round
12585,46336,-,-,-,-,-,-,Not Allotted.
12586,46350,All India,"MEDICAL COLLEGE, BARODA ,
Government Medical College Baroda, Anandpura, Vadodara Pin No 390001,
Gujarat, 390001",MBBS,SC,SC,2,Fresh Allotted in 2nd Round
12587,46358,-,-,-,-,-,-,Did not opt for Upgradation.
12588,46384,Deemed/Paid Seats Quota,"Kasturba Medical College, Manipal Univ., Manipal , Madhav Nagar, Manipal, Karnataka State India, Karnataka, 576104",MBBS,Open,GN,5,Upgraded
12589,46398,-,-,-,-,-,-,Did not opt for Upgradation.
12590,46409,-,-,-,-,-,-,Did not fill up fresh choices.
12591,46414,All India,"BAHIRAMJEE JIJIBHAI MEDICAL COLLGE, PUNE ,
Sassoon Hospital Compound, Near Pune Railway station
J.P. Narayan Road, Pune, Maharashtra,
411001",MBBS,SC,SC,32,Fresh Allotted in 2nd Round
12592,46429,-,-,-,-,-,-,Did not opt for Upgradation.
12593,46434,-,-,-,-,-,-,Did not opt for Upgradation.
12594,46440,-,-,-,-,-,-,Did not fill up fresh choices.
12595,46441,All India,"DR.S.N. MEDICAL COLLEGE, JODHPUR , RESIDENCY ROAD SHASTRI NAGAR JODHPUR RAJASTHAN 342
003, Rajasthan,
342003",MBBS,SC,SC,6,Fresh Allotted in 2nd Round
12596,46443,Open Seat Quota,"AIIMS, Madurai , AIIMS MADURAI,
Tamil Nadu, 625008",MBBS,SC,SC,27,Fresh Allotted in 2nd Round
12597,46445,-,-,-,-,-,-,Did not opt for Upgradation.
12598,46476,IP University Quota,"ESIC Dental College and Hospital , ESIC Hospital, Sector 15, Rohini, Delhi (NCT), 110089",BDS,EWS,EWS,366,Fresh Allotted in 2nd Round
12599,46482,-,-,-,-,-,-,Did not opt for Upgradation.
12600,46490,Deemed/Paid Seats Quota,"Kasturba Medical College, Manipal Univ., Manipal , Madhav Nagar, Manipal, Karnataka State India, Karnataka, 576104",MBBS,Open,GN,1,Upgraded
12601,46511,-,-,-,-,-,-,No Upgradation
12602,46519,B.Sc Nursing All India,"College of Nursing LHMC, New Delhi , College of Nursing Lady Hardinge Medical College & Associated Hospitals New Delhi, Delhi (NCT), 110001
(Female Seat only )",B.Sc. Nursing,Open,OBC,1,Fresh Allotted in 2nd Round
12603,46530,B.Sc Nursing All India,"College of Nursing LHMC, New Delhi , College of Nursing Lady Hardinge Medical College & Associated Hospitals New Delhi, Delhi (NCT), 110001
(Female Seat only )",B.Sc. Nursing,Open,GN,1,Fresh Allotted in 2nd Round
12604,46576,-,-,-,-,-,-,Not Allotted.
12605,46584,Deemed/Paid Seats Quota,"Kasturba Medical College, Manipal Univ., Manipal , Madhav Nagar, Manipal, Karnataka State India, Karnataka, 576104",MBBS,Open,OBC,333,Fresh Allotted in 2nd Round
12606,46603,-,-,-,-,-,-,No Upgradation
12607,46622,-,-,-,-,-,-,No Upgradation
12608,46650,-,-,-,-,-,-,Not Allotted.
12609,46653,Deemed/Paid Seats Quota,"SYMBIOSIS MEDICAL COLLEGE FOR WOMEN PUNE
, Gram Lavale Tal Mulshi Pune, Maharashtra, 412115 (Female Seat only )",MBBS,Open,GN,105,Fresh Allotted in 2nd Round
12610,46690,-,-,-,-,-,-,Did not fill up fresh choices.
12611,46708,Deemed/Paid Seats Quota,"Kasturba Medical College, Manipal Univ., Manipal , Madhav Nagar, Manipal, Karnataka State India, Karnataka, 576104",MBBS,Open,GN,57,Fresh Allotted in 2nd Round
12612,46711,-,-,-,-,-,-,No Upgradation
12613,46728,-,-,-,-,-,-,Not Allotted.
12614,46730,B.Sc Nursing All India,"College of Nursing BHU, VARANASI ,
The Director Institute of Medical Sciences Banaras Hindu University, Uttar Pradesh, 221005",B.Sc. Nursing,Open,OBC,388,Fresh Allotted in 2nd Round
12615,46748,B.Sc Nursing All India,"College of Nursing Dr. RML Hospital, New Delhi , Baba Kharak Singh Marg College of Nursing Dr RML Hospital, Delhi (NCT), 110001 (Female Seat only )",B.Sc. Nursing,Open,GN,29,Fresh Allotted in 2nd Round
12616,46759,-,-,-,-,-,-,Did not opt for Upgradation.
12617,46774,Open Seat Quota,"AIIMS Bilaspur Changar Palasiyan, Himachal Pradesh , All India Institute of Medical Sciences AIIMS
Kothipura Bilaspur Himachal Pradesh 174001, Himachal
Pradesh, 174001",MBBS,ST,ST,3,Fresh Allotted in 2nd Round
12618,46800,-,-,-,-,-,-,No Upgradation
12619,46831,-,-,-,-,-,-,Did not opt for Upgradation.
12620,46877,-,-,-,-,-,-,Did not opt for Upgradation.
12621,46886,-,-,-,-,-,-,Not Allotted.
12622,46920,Deemed/Paid Seats Quota,"Kasturba Medical College, Manipal Univ., Manipal , Madhav Nagar, Manipal, Karnataka State India, Karnataka, 576104",MBBS,Open,GN,1,Upgraded
12623,46938,Deemed/Paid Seats Quota,"Kasturba Medical College, Manipal Univ., Manipal , Madhav Nagar, Manipal, Karnataka State India, Karnataka, 576104",MBBS,Open,OBC,353,Upgraded
12624,46966,-,-,-,-,-,-,Did not fill up fresh choices.
12625,47004,-,-,-,-,-,-,Did not fill up fresh choices.
12626,47012,-,-,-,-,-,-,No Upgradation
12627,47016,-,-,-,-,-,-,Not Allotted.
12628,47023,-,-,-,-,-,-,Did not opt for Upgradation.
12629,47051,-,-,-,-,-,-,No Upgradation
12630,47074,-,-,-,-,-,-,Not Allotted.
12631,47076,Deemed/Paid Seats Quota,"Kasturba Medical College, Manipal Univ., Manipal , Madhav Nagar, Manipal, Karnataka State India, Karnataka, 576104",MBBS,Open,GN,1,Fresh Allotted in 2nd Round
12632,47084,Deemed/Paid Seats Quota,"Kasturba Medical College, Manipal Univ., Manipal , Madhav Nagar, Manipal, Karnataka State India, Karnataka, 576104",MBBS,Open,GN,338,Upgraded
12633,47099,-,-,-,-,-,-,Did not opt for Upgradation.
12634,47117,-,-,-,-,-,-,Not Allotted.
12635,47123,-,-,-,-,-,-,No Upgradation
12636,47149,Open Seat Quota,"AIIMS, Patna , Phulwarisharif, Patna- 801507, Bihar,
801507",MBBS,ST,ST,8,Upgraded
12637,47155,Open Seat Quota,"AIIMS Mangalagiri  , ALL INDIA INSTITUTE OF MEDICAL SCIENCES NEAR TADEPALLI MANGALAGIRI GUNTUR (Dt) ANDHRA PRADESH,
Andhra Pradesh, 522503",MBBS,ST,ST,2,Fresh Allotted in 2nd Round
12638,47170,-,-,-,-,-,-,Did not fill up fresh choices.
12639,47188,-,-,-,-,-,-,No Upgradation
12640,47193,-,-,-,-,-,-,Did not opt for Upgradation.
12641,47225,-,-,-,-,-,-,Not Allotted.
12642,47232,-,-,-,-,-,-,Not Allotted.
12643,47255,-,-,-,-,-,-,Not Allotted.
12644,47265,IP University Quota,"ESIC Dental College and Hospital , ESIC Hospital, Sector 15, Rohini, Delhi (NCT), 110089",BDS,OBC,OBC,359,Fresh Allotted in 2nd Round
12645,47292,-,-,-,-,-,-,No Upgradation
12646,47310,All India,"STANLEY MEDICAL COLLEGE, CHENNAI
, No.1, Old Jail Road Chennai, Tamil Nadu, 600001",MBBS,SC,SC,10,Fresh Allotted in 2nd Round
12647,47322,-,-,-,-,-,-,No Upgradation
12648,47334,-,-,-,-,-,-,Did not opt for Upgradation.
12649,47338,All India,"STANLEY MEDICAL COLLEGE, CHENNAI
, No.1, Old Jail Road Chennai, Tamil Nadu, 600001",MBBS,SC,SC,15,Fresh Allotted in 2nd Round
12650,47346,-,-,-,-,-,-,Not Allotted.
12651,47360,-,-,-,-,-,-,No Upgradation
12652,47365,-,-,-,-,-,-,No Upgradation
12653,47375,All India,"VARDHMAN INSTITUTE OF MEDICAL SCIENCES, NALANDA , PAWAPURI NALNADA, Bihar, 803115",MBBS,SC,SC,3,Upgraded
12654,47384,All India,"MAHARAJA K.C. GAJAPATI M.C.,BRAHMAPUR , MKCG MEDICAL COLLEGE CAMPUS, BERHAMPUR,
GANJAM, Odisha, 760004",MBBS,SC,SC,2,Fresh Allotted in 2nd Round
12655,47391,-,-,-,-,-,-,Did not fill up fresh choices.
12656,47402,Deemed/Paid Seats Quota,"Kasturba Medical College, Manipal Univ., Mangalore , Light house Hill Road, Mangalore, India, Karnataka, 575001",MBBS,Open,GN,2,Fresh Allotted in 2nd Round
12657,47406,Deemed/Paid Seats Quota,"Kasturba Medical College, Manipal Univ., Mangalore , Light house Hill Road, Mangalore, India, Karnataka, 575001",MBBS,Open,OBC,2,Fresh Allotted in 2nd Round
12658,47437,-,-,-,-,-,-,No Upgradation
12659,47440,-,-,-,-,-,-,Did not fill up fresh choices.
12660,47441,-,-,-,-,-,-,No Upgradation
12661,47452,All India,"SRI KRISHNA MEDICAL COLLEGE, MUZAFFARPUR , UMANAGAR MUZAFFARPUR,
Bihar, 842004",MBBS,SC,SC,10,Fresh Allotted in 2nd Round
12662,47459,All India,"ESIC Medical College, Hyderbad , Sanathnagar, Hyderabad, Telangana, 500038",MBBS,SC,SC,17,Fresh Allotted in 2nd Round
12663,47464,Deemed/Paid Seats Quota,"SYMBIOSIS MEDICAL COLLEGE FOR WOMEN PUNE
, Gram Lavale Tal Mulshi Pune, Maharashtra, 412115 (Female Seat only )",MBBS,Open,GN,342,Fresh Allotted in 2nd Round
12664,47509,-,-,-,-,-,-,No Upgradation
12665,47532,-,-,-,-,-,-,No Upgradation
12666,47534,All India,"DR.S.N. MEDICAL COLLEGE, JODHPUR , RESIDENCY ROAD SHASTRI NAGAR JODHPUR RAJASTHAN 342
003, Rajasthan,
342003",MBBS,SC,SC,20,Fresh Allotted in 2nd Round
12667,47549,IP University Quota,"ESIC Dental College and Hospital , ESIC Hospital, Sector 15, Rohini, Delhi (NCT), 110089",BDS,OBC,OBC,288,Fresh Allotted in 2nd Round
12668,47558,-,-,-,-,-,-,Did not fill up fresh choices.
12669,47621,-,-,-,-,-,-,Did not opt for Upgradation.
12670,47622,-,-,-,-,-,-,Did not opt for Upgradation.
12671,47654,-,-,-,-,-,-,Did not opt for Upgradation.
12672,47658,IP University Quota,"ESIC Dental College and Hospital , ESIC Hospital, Sector 15, Rohini, Delhi (NCT), 110089",BDS,OBC,OBC,17,Fresh Allotted in 2nd Round
12673,47665,IP University Quota,"ESIC Dental College and Hospital , ESIC Hospital, Sector 15, Rohini, Delhi (NCT), 110089",BDS,OBC,OBC,356,Fresh Allotted in 2nd Round
12674,47668,Deemed/Paid Seats Quota,"Kasturba Medical College, Manipal Univ., Mangalore , Light house Hill Road, Mangalore, India, Karnataka, 575001",MBBS,Open,GN,50,Fresh Allotted in 2nd Round
12675,47684,-,-,-,-,-,-,Not Allotted.
12676,47704,-,-,-,-,-,-,Did not fill up fresh choices.
12677,47710,Open Seat Quota,"AIIMS, Madurai , AIIMS MADURAI,
Tamil Nadu, 625008",MBBS,SC,SC,16,Fresh Allotted in 2nd Round
12678,47726,-,-,-,-,-,-,Did not fill up fresh choices.
12679,47732,-,-,-,-,-,-,Did not fill up fresh choices.
12680,47740,Deemed/Paid Seats Quota,"Kasturba Medical College, Manipal Univ., Mangalore , Light house Hill Road, Mangalore, India, Karnataka, 575001",MBBS,Open,GN,3,Fresh Allotted in 2nd Round
12681,47753,-,-,-,-,-,-,Not Allotted.
12682,47783,-,-,-,-,-,-,No Upgradation
