SNo,Rank,Allotted Quota,Allotted Institute,Course,Remarks,Alloted Category,candidate Category,option No.
16374,119355,All India,"GMERS Medical College, Panchmahal Godhra",MBBS,Reported,ST,ST,76
16375,119366,-,-,-,-,ST,ST,146
16376,119375,All India,"KANYAKUMARI GOVT. MED. COLL.,ASARIPALLA M",MBBS,Not Reported,-,-,-
16377,119391,All India,"Government Medical College and Hospital, Keonjhar",MBBS,Reported,ST,ST,119
16378,119395,-,-,-,-,SC,SC,2
16379,119415,Deemed/Pa id Seats Quota,"JSS Medical College, Mysuru",MBBS,Reported,-,-,-
16380,119440,Deemed/Pa id Seats Quota,"Jawahar Lal Nehru Medical College, Belagavi",MBBS,Reported,-,-,-
16381,119499,-,-,-,-,Open,GN,2
16382,119545,All India,"ZORAM MEDICAL
COLLEGE Falkawn",MBBS,Not Reported,ST,ST,51
16383,119567,-,-,-,-,SC,SC,50
16384,119587,Deemed/Pa id Seats Quota,"Amrita Institute of Medical Science, Kochi",MBBS,Reported,-,-,-
16385,119603,Deemed/Pa id Seats Quota,"Kalinga Institute of Medical Sciences, Bhubaneswar",MBBS,Reported,-,-,-
16386,119619,Deemed/Pa id Seats Quota,Raja Rajeswari Medical College Bengaluru,MBBS,Not Reported,-,-,-
16387,119636,All India,"Govt. Pudukkottai Medical College Hopt., Pudukkott",MBBS,Not Reported,ST,ST,145
16388,119647,Deemed/Pa id Seats Quota,"Chettinad Hos. and Res. Inst., Kancheepuram",MBBS,Not Reported,-,-,-
16389,119670,Deemed/Pa id Seats Quota,"Institute of Medical Sciences and SUM Host., Bhubaneswar",MBBS,Reported,-,-,-
16390,119675,-,-,-,-,ST,ST,5
16391,119697,All India,"IRT Perundurai Medical College, Perundurai",MBBS,Reported,ST,ST,177
16392,119716,Muslim Minority Quota,"Yenepoya Dental College, Yenepoya",BDS,Reported,-,-,-
16393,119749,-,-,-,-,Open,GN,9
16394,119772,Deemed/Pa id Seats Quota,"Jagadguru Gangadhar Mahaswamigalu Moor usavirmath Medical College, Hubballi",MBBS,Reported,-,-,-
16395,119783,All India,"Lakhimpur Medical College, North Lakhimpur, Assam",MBBS,Not Reported,-,-,-
16396,119785,Christian Minority Quota,"St. Stephen's Hospital College of Nursing, Delhi",B.Sc. Nursing,Not Reported,-,-,-
16397,119809,Deemed/Pa id Seats Quota,"Amrita Institute of Medical Science, Kochi",MBBS,Not Reported,Open,GN,1
16398,119843,All India,"Govt. Pudukkottai Medical College Hopt., Pudukkott",MBBS,Reported,ST,ST,5
16399,119850,Deemed/Pa id Seats Quota,"SBKS Med. Inst. and Res. Centre, Sumandeep Vidyapeeth",MBBS,Not Reported,-,-,-
16400,119886,-,-,-,-,SC,SC,311
16401,119891,Deemed/Pa id Seats Quota,"Rural Medical College and PIMS, Loni",MBBS,Reported,-,-,-
16402,119928,All India,Govt. Sivgangai M. C. Sivagangai,MBBS,Not Reported,-,-,-
16403,119964,Deemed/Pa id Seats Quota,"Jawahar Lal Nehru Medical College, Belagavi",MBBS,Reported,-,-,-
16404,119966,Deemed/Pa id Seats Quota,"Kalinga Institute of Medical Sciences, Bhubaneswar",MBBS,Reported,-,-,-
16405,119983,All India,"Tamralipto Government Medical College & Hospital, West Bengal",MBBS,Not Reported,ST,ST,75
16406,119998,Deemed/Pa id Seats Quota,"Dr. DY Patil Medical College and Hospt., Pune",MBBS,Reported,-,-,-
16407,120007,Deemed/Pa id Seats Quota,"Jagadguru Gangadhar Mahaswamigalu Moor usavirmath Medical College, Hubballi",MBBS,Not Reported,-,-,-
16408,120018,Deemed/Pa id Seats Quota,"K.S Hegde Medical Academy, Mangaluru",MBBS,Not Reported,-,-,-
16409,120162,Deemed/Pa id Seats Quota,"Rural Medical College and PIMS, Loni",MBBS,Reported,-,-,-
16410,120214,All India,"Government Medical College, Krishnagiri",MBBS,Seat Surrendered,-,-,-
16411,120226,Deemed/Pa id Seats Quota,"Amrita Institute of Medical Science, Kochi",MBBS,Reported,-,-,-
16412,120232,All India,Govt. Medical College Karur,MBBS,Reported,-,-,-
16413,120239,-,-,-,-,SC,SC,350
16414,120252,-,-,-,-,ST,ST,23
16415,120292,All India,"GDC,PT.BDS UNIV.OF HEALTH SCI,ROHTAK",BDS,Not Reported,ST,ST,5
16416,120308,All India,"Government medical College, Namakkal",MBBS,Not Reported,ST,ST,64
16417,120333,Deemed/Pa id Seats Quota,"JSS Medical College, Mysuru",MBBS,Reported,-,-,-
16418,120350,Deemed/Pa id Seats Quota,"MM Inst. Med. and Research, Mullana",MBBS,Reported,-,-,-
16419,120353,Deemed/Pa id Seats Quota,"K.S Hegde Medical Academy, Mangaluru",MBBS,Reported,-,-,-
16420,120387,"B.Sc
Nursing Delhi NCR","College of Nursing Florence Nightingale CON, New Delhi",B.Sc. Nursing,Not Reported,-,-,-
16421,120458,Deemed/Pa id Seats Quota,"Sri Ramachandra Med. College and Res. Inst., Chennai",MBBS,Reported,-,-,-
16422,120503,Deemed/Pa id Seats Quota,"Amrita Institute of Medical Science, Kochi",MBBS,Reported,-,-,-
16423,120536,Deemed/Pa id Seats Quota,"JSS Medical College, Mysuru",MBBS,Not Reported,-,-,-
16424,120555,Deemed/Pa id Seats Quota,"Rural Medical College and PIMS, Loni",MBBS,Reported,-,-,-
16425,120562,Deemed/Pa id Seats Quota,"MGM Medical College, Navi Mumbai",MBBS,Reported,-,-,-
16426,120609,Employees State Insurance Scheme(ES I),"ESIC Medical College, Faridabad",MBBS,Reported,-,-,-
16427,120639,-,-,-,-,Open,OBC,349
16428,120644,All India,"GOVT. DENTAL COLLEGE, SHIMLA",BDS,Not Reported,-,-,-
16429,120703,Deemed/Pa id Seats Quota,"Kalinga Institute of Medical Sciences, Bhubaneswar",MBBS,Reported,-,-,-
16430,120704,Deemed/Pa id Seats Quota,"K.S Hegde Medical Academy, Mangaluru",MBBS,Not Reported,-,-,-
16431,120710,-,-,-,-,SC,SC,33
16432,120744,Deemed/Pa id Seats Quota,"JSS Medical College, Mysuru",MBBS,Reported,-,-,-
16433,120748,Christian Minority Quota,"St. Stephen's Hospital College of Nursing, Delhi",B.Sc. Nursing,Not Reported,-,-,-
16434,120757,Deemed/Pa id Seats Quota,"Sri Ramachandra Med. College and Res. Inst., Chennai",MBBS,Reported,-,-,-
16435,120761,Deemed/Pa id Seats Quota,"Jagadguru Gangadhar Mahaswamigalu Moor usavirmath Medical College, Hubballi",MBBS,Reported,-,-,-
16436,120766,-,-,-,-,Open,GN,5
16437,120798,-,-,-,-,Open,GN,331
16438,120805,Deemed/Pa id Seats Quota,"Yenepoya Medical College, Mangalore",MBBS,Reported,-,-,-
16439,120810,Deemed/Pa id Seats Quota,"Sri Ramachandra Med. College and Res. Inst., Chennai",MBBS,Reported,-,-,-
16440,120816,Deemed/Pa id Seats Quota,"MGM Medical College, Aurangabad",MBBS,Reported,-,-,-
16441,120830,Muslim Minority Quota,"Yenepoya Medical College, Mangalore",MBBS,Reported,-,-,-
16442,120834,Deemed/Pa id Seats Quota,"SBKS Med. Inst. and Res. Centre, Sumandeep Vidyapeeth",MBBS,Reported,-,-,-
16443,120872,"B.Sc
Nursing Delhi NCR","Laxmi Bai Batra College Of Nursing, Delhi",B.Sc. Nursing,Not Reported,-,-,-
16444,120892,Deemed/Pa id Seats Quota,"Krishna Inst. of Med.
Scie., Karad",MBBS,Reported,-,-,-
16445,120957,Deemed/Pa id Seats Quota,"B.L.D.E University, Bijapur",MBBS,Reported,-,-,-
16446,120971,Deemed/Pa id Seats Quota,"K.S Hegde Medical Academy, Mangaluru",MBBS,Reported,-,-,-
16447,121052,All India,"Government Medical College & Hospital, Jalpaiguri",MBBS,Reported,-,-,-
16448,121060,Deemed/Pa id Seats Quota,"Jawahar Lal Nehru Medical College, Belagavi",MBBS,Reported,-,-,-
16449,121062,All India,"Government Medical College, Nilgiris",MBBS,Not Reported,-,-,-
16450,121075,-,-,-,-,Open,GN,189
16451,121085,Deemed/Pa id Seats Quota,"Institute of Medical Sciences and SUM Host., Bhubaneswar",MBBS,Reported,-,-,-
16452,121095,All India,"Government Medical College, Ramanathapuram",MBBS,Not Reported,ST,ST,49
16453,121197,-,-,-,-,ST,ST,28
16454,121205,Deemed/Pa id Seats Quota,"Rural Medical College and PIMS, Loni",MBBS,Reported,-,-,-
16455,121248,Deemed/Pa id Seats Quota,"Sri Ramachandra Med. College and Res. Inst., Chennai",MBBS,Not Reported,-,-,-
16456,121265,Deemed/Pa id Seats Quota,"Amrita Institute of Medical Science, Kochi",MBBS,Not Reported,-,-,-
16457,121278,All India,"Barasat Government Medical College & Hospital, West Bengal",MBBS,Reported,-,-,-
16458,121279,Deemed/Pa id Seats Quota,DATTA MEGHE MEDICAL COLLEGE WANADONGRI HINGNA NAGPUR,MBBS,Reported,-,-,-
16459,121287,"IP
University Quota",ESIC Dental College and Hospital,BDS,Not Reported,SC,SC,352
16460,121349,Deemed/Pa id Seats Quota,"Yenepoya Dental College, Yenepoya",BDS,Reported,-,-,-
16461,121364,Deemed/Pa id Seats Quota,"MGM Medical College, Navi Mumbai",MBBS,Reported,-,-,-
16462,121373,Deemed/Pa id Seats Quota,"K.S Hegde Medical Academy, Mangaluru",MBBS,Reported,-,-,-
16463,121420,Deemed/Pa id Seats Quota,"Amrita Institute of Medical Science, Kochi",MBBS,Reported,-,-,-
16464,121456,Deemed/Pa id Seats Quota,"K.S Hegde Medical Academy, Mangaluru",MBBS,Not Reported,Open,GN,6
16465,121460,Deemed/Pa id Seats Quota,"Jawahar Lal Nehru Medical College, Belagavi",MBBS,Reported,-,-,-
16466,121491,-,-,-,-,Open,OBC,2
16467,121509,-,-,-,-,SC,SC,150
16468,121534,Deemed/Pa id Seats Quota,"K.S Hegde Medical Academy, Mangaluru",MBBS,Reported,-,-,-
16469,121569,Deemed/Pa id Seats Quota,"Amrita Institute of Medical Science, Kochi",MBBS,Reported,-,-,-
16470,121580,Deemed/Pa id Seats Quota,"Rural Medical College and PIMS, Loni",MBBS,Reported,-,-,-
16471,121587,Deemed/Pa id Seats Quota,"Jawahar Lal Nehru Medical College, Belagavi",MBBS,Reported,-,-,-
16472,121638,All India,"Government Medical College, Nagapattinam",MBBS,Not Reported,-,-,-
16473,121656,-,-,-,-,Open,GN,62
16474,121663,Deemed/Pa id Seats Quota,"Rural Medical College and PIMS, Loni",MBBS,Reported,-,-,-
16475,121672,Deemed/Pa id Seats Quota,"Jawahar Lal Nehru Medical College, Belagavi",MBBS,Reported,-,-,-
16476,121722,All India,"Government Medical College, Kallakurichi",MBBS,Reported,ST,ST,152
16477,121783,Deemed/Pa id Seats Quota,"Jawahar Lal Nehru Medical College, Belagavi",MBBS,Reported,-,-,-
16478,121849,Deemed/Pa id Seats Quota,"Jawahar Lal Nehru Medical College, Belagavi",MBBS,Not Reported,-,-,-
16479,121949,Deemed/Pa id Seats Quota,"Institute of Medical Sciences and SUM Host., Bhubaneswar",MBBS,Reported,-,-,-
16480,121973,All India,"GMERS Medical College, Panchmahal Godhra",MBBS,Not Reported,ST,ST,130
16481,121993,Deemed/Pa id Seats Quota,"MM Inst. Med. and Research, Mullana",MBBS,Reported,-,-,-
16482,122003,Deemed/Pa id Seats Quota,"K.S Hegde Medical Academy, Mangaluru",MBBS,Not Reported,Open,GN,21
16483,122015,Deemed/Pa id Seats Quota,"Rural Medical College and PIMS, Loni",MBBS,Reported,-,-,-
16484,122037,Deemed/Pa id Seats Quota,"Rural Medical College and PIMS, Loni",MBBS,Reported,-,-,-
16485,122070,All India,"Government Medical College, Ariyalur",MBBS,Not Reported,-,-,-
16486,122084,All India,"Government Medical College, Ariyalur",MBBS,Not Reported,ST,ST,29
16487,122087,Non- Resident Indian,"Kasturba Medical College, Manipal Univ., Mangalore",MBBS,Reported,-,-,-
16488,122109,"IP
University Quota","Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi, VMMC",MBBS,Reported,-,-,-
16489,122146,Deemed/Pa id Seats Quota,"Amrita Institute of Medical Science, Kochi",MBBS,Reported,-,-,-
16490,122164,Deemed/Pa id Seats Quota,"Jagadguru Gangadhar Mahaswamigalu Moor usavirmath Medical College, Hubballi",MBBS,Reported,-,-,-
16491,122169,Deemed/Pa id Seats Quota,"Amrita Institute of Medical Science, Kochi",MBBS,Not Reported,-,-,-
16492,122192,Internal - Puducherry UT Domicile,JIPMER KARAIKAL,MBBS,Reported,SC,SC,1
16493,122324,"IP
University Quota",ESIC Dental College and Hospital,BDS,Not Reported,SC,SC,352
16494,122362,Deemed/Pa id Seats Quota,"Amrita Institute of Medical Science, Kochi",MBBS,Not Reported,Open,OBC,13
16495,122378,All India,"Government Medical College, Kallakurichi",MBBS,Reported,ST,ST,169
16496,122389,All India,"Government Medical College, Tiruppur",MBBS,Reported,ST,ST,95
16497,122415,Deemed/Pa id Seats Quota,"Jawahar Lal Nehru Medical College, Belagavi",MBBS,Reported,-,-,-
16498,122424,-,-,-,-,Open,OBC,1
16499,122446,All India,"Government Medical College, Tiruppur",MBBS,Reported,ST,ST,75
16500,122458,Deemed/Pa id Seats Quota,"Amrita Institute of Medical Science, Kochi",MBBS,Not Reported,-,-,-
16501,122482,Deemed/Pa id Seats Quota,"Jagadguru Gangadhar Mahaswamigalu Moor usavirmath Medical College, Hubballi",MBBS,Reported,-,-,-
16502,122486,-,-,-,-,SC,SC,349
16503,122490,Muslim Minority Quota,"Yenepoya Medical College, Mangalore",MBBS,Reported,-,-,-
16504,122505,Deemed/Pa id Seats Quota,"Jagadguru Gangadhar Mahaswamigalu Moor usavirmath Medical College, Hubballi",MBBS,Reported,-,-,-
16505,122516,All India,"Government Medical College, Krishnagiri",MBBS,Reported,ST,ST,10
16506,122552,All India,"GMERS Medical College, Navsari",MBBS,Reported,ST,ST,165
16507,122564,Deemed/Pa id Seats Quota,"SBKS Med. Inst. and Res. Centre, Sumandeep Vidyapeeth",MBBS,Reported,-,-,-
16508,122597,"IP
University Quota","Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi, VMMC",MBBS,Reported,-,-,-
16509,122616,-,-,-,-,Open,EWS,89
16510,122640,Deemed/Pa id Seats Quota,"Sri Ramachandra Med. College and Res. Inst., Chennai",MBBS,Reported,-,-,-
16511,122678,Deemed/Pa id Seats Quota,"MGM Medical College, Aurangabad",MBBS,Reported,-,-,-
16512,122700,Deemed/Pa id Seats Quota,"Kalinga Institute of Medical Sciences, Bhubaneswar",MBBS,Reported,-,-,-
16513,122705,Deemed/Pa id Seats Quota,"MM Inst. Med. and Research, Mullana",MBBS,Not Reported,Open,GN,3
16514,122707,"IP
University Quota",ESIC Dental College and Hospital,BDS,Not Reported,SC,SC,356
16515,122748,Deemed/Pa id Seats Quota,"MGM Medical College, Aurangabad",MBBS,Not Reported,Open,GN,1
16516,122757,"B.Sc
Nursing All India","College of Nursing BHU, VARANASI",B.Sc. Nursing,Not Reported,-,-,-
16517,122779,Deemed/Pa id Seats Quota,"Sri Ramachandra Med. College and Res. Inst., Chennai",MBBS,Reported,-,-,-
16518,122789,-,-,-,-,ST,ST,1
16519,122820,-,-,-,-,Open,OBC,1
16520,122837,Deemed/Pa id Seats Quota,"Kalinga Institute of Medical Sciences, Bhubaneswar",MBBS,Reported,-,-,-
16521,122966,-,-,-,-,Open,OBC,25
16522,122977,Deemed/Pa id Seats Quota,"Jagadguru Gangadhar Mahaswamigalu Moor usavirmath Medical College, Hubballi",MBBS,Not Reported,-,-,-
16523,123045,Deemed/Pa id Seats Quota,"Institute of Medical Sciences and SUM Host., Bhubaneswar",MBBS,Reported,-,-,-
16524,123049,Deemed/Pa id Seats Quota,"JSS Medical College, Mysuru",MBBS,Not Reported,-,-,-
16525,123071,All India,"Government Medical College, Churachandpur",MBBS,Not Reported,ST,ST,188
16526,123107,-,-,-,-,SC,SC,63
16527,123108,All India,"Indira Gandhi Govt. Dental College, Jammu",BDS,Not Reported,ST,ST,14
16528,123138,Deemed/Pa id Seats Quota,"Jawahar Lal Nehru Medical College, Belagavi",MBBS,Not Reported,-,-,-
16529,123157,Deemed/Pa id Seats Quota,"Sri Ramachandra Med. College and Res. Inst., Chennai",MBBS,Reported,-,-,-
16530,123171,Employees State Insurance Scheme(ES I),"ESIC Medical College, Hyderbad",MBBS,Reported,-,-,-
16531,123203,-,-,-,-,SC,SC,350
16532,123211,Internal - Puducherry UT Domicile,JIPMER KARAIKAL,MBBS,Not Reported,-,-,-
16533,123216,-,-,-,-,ST,ST,50
16534,123225,Deemed/Pa id Seats Quota,"Sri Ramachandra Med. College and Res. Inst., Chennai",MBBS,Reported,-,-,-
16535,123228,Deemed/Pa id Seats Quota,"Jagadguru Gangadhar Mahaswamigalu Moor usavirmath Medical College, Hubballi",MBBS,Not Reported,-,-,-
16536,123230,Deemed/Pa id Seats Quota,"K.S Hegde Medical Academy, Mangaluru",MBBS,Reported,-,-,-
16537,123297,-,-,-,-,ST,ST,20
16538,123331,Deemed/Pa id Seats Quota,"Amrita Institute of Medical Science, Kochi",MBBS,Reported,-,-,-
16539,123469,All India,"Government Dental College and Hospital, Vijayawada",BDS,Not Reported,ST,ST,136
16540,123516,-,-,-,-,ST,ST,48
16541,123549,Deemed/Pa id Seats Quota,"JSS Medical College, Mysuru",MBBS,Reported,-,-,-
16542,123550,-,-,-,-,Open,GN,325
16543,123565,Deemed/Pa id Seats Quota,"Jagadguru Gangadhar Mahaswamigalu Moor usavirmath Medical College, Hubballi",MBBS,Reported,-,-,-
16544,123591,-,-,-,-,SC,SC,33
16545,123709,Deemed/Pa id Seats Quota,Raja Rajeswari Medical College Bengaluru,MBBS,Reported,-,-,-
16546,123741,Deemed/Pa id Seats Quota,"Jagadguru Gangadhar Mahaswamigalu Moor usavirmath Medical College, Hubballi",MBBS,Reported,-,-,-
16547,123859,Deemed/Pa id Seats Quota,"Jawahar Lal Nehru Medical College, Belagavi",MBBS,Reported,-,-,-
16548,123863,Open Seat Quota,"AIIMS, Jodhpur",MBBS,Reported,-,-,-
16549,123887,-,-,-,-,Open,OBC,1
16550,123889,-,-,-,-,ST,ST,23
16551,123925,-,-,-,-,Open,OBC,22
16552,123974,-,-,-,-,Open,EWS,1
16553,123991,Deemed/Pa id Seats Quota,"JSS Medical College, Mysuru",MBBS,Reported,-,-,-
16554,124010,Delhi University Quota,"University College of Medical Sciences, New Delhi",MBBS,Reported,-,-,-
16555,124030,Deemed/Pa id Seats Quota,"Yenepoya Medical College, Mangalore",MBBS,Reported,-,-,-
16556,124062,-,-,-,-,Open,GN,210
16557,124063,-,-,-,-,ST,ST,160
16558,124084,Deemed/Pa id Seats Quota,"Amrita Institute of Medical Science, Kochi",MBBS,Reported,-,-,-
16559,124168,All India,"GOVT. D.C. & RESEARCH INST,BANGALORE",BDS,Not Reported,-,-,-
16560,124183,-,-,-,-,ST,ST,158
16561,124237,-,-,-,-,ST,ST,52
16562,124240,-,-,-,-,Open,OBC,36
16563,124257,Deemed/Pa id Seats Quota,"Jagadguru Gangadhar Mahaswamigalu Moor usavirmath Medical College, Hubballi",MBBS,Reported,-,-,-
16564,124266,Deemed/Pa id Seats Quota,"Sri Ramachandra Med. College and Res. Inst., Chennai",MBBS,Reported,-,-,-
16565,124521,-,-,-,-,SC,SC,29
16566,124565,-,-,-,-,SC,SC,238
16567,124590,Non- Resident Indian,"Kasturba Medical College, Manipal Univ., Manipal",MBBS,Reported,-,-,-
16568,124595,-,-,-,-,ST,ST,116
16569,124654,Deemed/Pa id Seats Quota,Bharati Vidyapeeth DU Medical College,MBBS,Reported,-,-,-
16570,124660,-,-,-,-,ST,ST,133
16571,124678,Deemed/Pa id Seats Quota,"Jagadguru Gangadhar Mahaswamigalu Moor usavirmath Medical College, Hubballi",MBBS,Reported,Open,OBC,1
16572,124780,-,-,-,-,Open,OBC,45
16573,124786,Deemed/Pa id Seats Quota,Bharati Vidyapeeth DU Medical College,MBBS,Reported,-,-,-
16574,124916,All India,"PATNA DENTAL COLLEGE & HOSPITAL, PATNA",BDS,Not Reported,ST,ST,23
16575,124931,Deemed/Pa id Seats Quota,"Jagadguru Gangadhar Mahaswamigalu Moor usavirmath Medical College, Hubballi",MBBS,Not Reported,Open,GN,24
16576,124957,Employees State Insurance Scheme(ES I),"ESIC Medical College, Hyderbad",MBBS,Reported,-,-,-
16577,124968,-,-,-,-,ST,ST,183
16578,125050,Deemed/Pa id Seats Quota,"K.S Hegde Medical Academy, Mangaluru",MBBS,Not Reported,-,-,-
16579,125081,-,-,-,-,SC,SC,180
16580,125158,Deemed/Pa id Seats Quota,"K.S Hegde Medical Academy, Mangaluru",MBBS,Reported,-,-,-
16581,125167,"B.Sc
Nursing All India","College of Nursing BHU, VARANASI",B.Sc. Nursing,Not Reported,ST,ST,102
16582,125228,Deemed/Pa id Seats Quota,"Institute of Medical Sciences and SUM Host., Bhubaneswar",MBBS,Not Reported,-,-,-
16583,125236,-,-,-,-,ST,ST,149
16584,125256,Deemed/Pa id Seats Quota,"Jagadguru Gangadhar Mahaswamigalu Moor usavirmath Medical College, Hubballi",MBBS,Reported,-,-,-
16585,125321,-,-,-,-,ST,ST,226
16586,125372,Christian Minority Quota,"St. Stephen's Hospital College of Nursing, Delhi",B.Sc. Nursing,Not Reported,Open,GN,12
16587,125375,Deemed/Pa id Seats Quota,"SDU Medical College, Kolar",MBBS,Not Reported,-,-,-
16588,125394,Deemed/Pa id Seats Quota,"K.S Hegde Medical Academy, Mangaluru",MBBS,Reported,-,-,-
16589,125436,Deemed/Pa id Seats Quota,"Jagadguru Gangadhar Mahaswamigalu Moor usavirmath Medical College, Hubballi",MBBS,Reported,-,-,-
16590,125448,-,-,-,-,ST,ST,86
16591,125561,-,-,-,-,ST,ST,144
16592,125568,Deemed/Pa id Seats Quota,"K.S Hegde Medical Academy, Mangaluru",MBBS,Not Reported,-,-,-
16593,125577,-,-,-,-,Open,OBC,400
16594,125622,Deemed/Pa id Seats Quota,"JSS Medical College, Mysuru",MBBS,Reported,-,-,-
16595,125629,-,-,-,-,Open,OBC,4
16596,125645,"IP
University Quota",ESIC Dental College and Hospital,BDS,Reported,-,-,-
16597,125663,Muslim Minority Quota,"Yenepoya Medical College, Mangalore",MBBS,Not Reported,-,-,-
16598,125678,Deemed/Pa id Seats Quota,"K.S Hegde Medical Academy, Mangaluru",MBBS,Reported,-,-,-
16599,125716,-,-,-,-,ST,ST,128
16600,125722,Deemed/Pa id Seats Quota,"K.S Hegde Medical Academy, Mangaluru",MBBS,Not Reported,Open,GN,339
16601,125827,-,-,-,-,Open,GN,1
16602,125956,-,-,-,-,ST,ST,132
16603,125957,Deemed/Pa id Seats Quota,"SBKS Med. Inst. and Res. Centre, Sumandeep Vidyapeeth",MBBS,Reported,-,-,-
16604,125971,Deemed/Pa id Seats Quota,"Jagadguru Gangadhar Mahaswamigalu Moor usavirmath Medical College, Hubballi",MBBS,Reported,-,-,-
16605,126015,-,-,-,-,ST,ST,177
16606,126033,Deemed/Pa id Seats Quota,"Jawahar Lal Nehru Medical College, Belagavi",MBBS,Reported,-,-,-
16607,126078,"B.Sc
Nursing Delhi NCR","College of Nursing Florence Nightingale CON, New Delhi",B.Sc. Nursing,Not Reported,Open,OBC,4
16608,126080,Deemed/Pa id Seats Quota,"Jagadguru Gangadhar Mahaswamigalu Moor usavirmath Medical College, Hubballi",MBBS,Not Reported,Open,EWS,1
16609,126102,Deemed/Pa id Seats Quota,"Jagadguru Gangadhar Mahaswamigalu Moor usavirmath Medical College, Hubballi",MBBS,Seat Surrendered,-,-,-
16610,126114,Deemed/Pa id Seats Quota,"Amrita Institute of Medical Science, Kochi",MBBS,Reported,-,-,-
16611,126122,-,-,-,-,ST,ST,62
16612,126178,Deemed/Pa id Seats Quota,"Santosh Medical College and Hospital, Ghaziabad",MBBS,Not Reported,Open,OBC,18
16613,126207,-,-,-,-,ST,ST,15
16614,126232,-,-,-,-,Open,OBC,1
16615,126282,-,-,-,-,SC,SC,34
16616,126320,-,-,-,-,ST,ST,148
16617,126347,"B.Sc
Nursing Delhi NCR","College of Nursing Florence Nightingale CON, New Delhi",B.Sc. Nursing,Not Reported,Open,OBC,275
16618,126351,Deemed/Pa id Seats Quota,"Amrita Institute of Medical Science, Kochi",MBBS,Reported,-,-,-
16619,126377,Deemed/Pa id Seats Quota,"Kalinga Institute of Medical Sciences, Bhubaneswar",MBBS,Reported,-,-,-
16620,126403,Deemed/Pa id Seats Quota,"Amrita Institute of Medical Science, Kochi",MBBS,Reported,-,-,-
16621,126461,Deemed/Pa id Seats Quota,"Jawahar Lal Nehru Medical College, Belagavi",MBBS,Reported,-,-,-
16622,126499,Deemed/Pa id Seats Quota,"Amrita Institute of Medical Science, Kochi",MBBS,Reported,-,-,-
16623,126516,-,-,-,-,SC,SC,22
16624,126517,-,-,-,-,Open,OBC,1
16625,126532,Deemed/Pa id Seats Quota,"Jagadguru Gangadhar Mahaswamigalu Moor usavirmath Medical College, Hubballi",MBBS,Reported,-,-,-
16626,126565,Deemed/Pa id Seats Quota,"Amrita Institute of Medical Science, Kochi",MBBS,Reported,-,-,-
16627,126586,Deemed/Pa id Seats Quota,"Jawahar Lal Nehru Medical College, Belagavi",MBBS,Reported,-,-,-
16628,126603,Deemed/Pa id Seats Quota,"JSS Medical College, Mysuru",MBBS,Reported,-,-,-
16629,126628,Deemed/Pa id Seats Quota,"Jawahar Lal Nehru Medical College, Belagavi",MBBS,Reported,-,-,-
16630,126630,-,-,-,-,SC,SC,346
16631,126780,Deemed/Pa id Seats Quota,"Jagadguru Gangadhar Mahaswamigalu Moor usavirmath Medical College, Hubballi",MBBS,Reported,Open,GN,2
16632,126795,-,-,-,-,SC,SC,6
16633,126848,"B.Sc
Nursing Delhi NCR","College of Nursing Florence Nightingale CON, New Delhi",B.Sc. Nursing,Not Reported,-,-,-
16634,126916,Deemed/Pa id Seats Quota,"MGM Medical College, Aurangabad",MBBS,Reported,-,-,-
16635,126919,Deemed/Pa id Seats Quota,"Jawahar Lal Nehru Medical College, Belagavi",MBBS,Reported,-,-,-
16636,126964,-,-,-,-,ST,ST,24
16637,127011,-,-,-,-,Open,OBC,1
16638,127063,-,-,-,-,ST,ST,29
16639,127095,-,-,-,-,ST,ST,83
16640,127108,Deemed/Pa id Seats Quota,"Amrita Institute of Medical Science, Kochi",MBBS,Reported,-,-,-
16641,127130,Deemed/Pa id Seats Quota,"JSS Medical College, Mysuru",MBBS,Reported,-,-,-
16642,127198,Deemed/Pa id Seats Quota,"Kalinga Institute of Medical Sciences, Bhubaneswar",MBBS,Reported,-,-,-
16643,127265,Deemed/Pa id Seats Quota,"MM Inst. Med. and Research, Mullana",MBBS,Reported,-,-,-
16644,127282,-,-,-,-,ST,ST,121
16645,127349,-,-,-,-,ST,ST,97
16646,127395,Delhi University Quota,"Lady Hardinge Medical College, New Delhi",MBBS,Reported,-,-,-
16647,127396,Deemed/Pa id Seats Quota,"Jagadguru Gangadhar Mahaswamigalu Moor usavirmath Medical College, Hubballi",MBBS,Reported,-,-,-
16648,127399,-,-,-,-,ST,ST,133
16649,127419,Deemed/Pa id Seats Quota,"Amrita Institute of Medical Science, Kochi",MBBS,Reported,-,-,-
16650,127564,-,-,-,-,ST,ST,37
16651,127584,Deemed/Pa id Seats Quota,"Jawahar Lal Nehru Medical College, Belagavi",MBBS,Not Reported,Open,GN,354
16652,127592,Deemed/Pa id Seats Quota,"K.S Hegde Medical Academy, Mangaluru",MBBS,Reported,-,-,-
16653,127631,Deemed/Pa id Seats Quota,"MGM Medical College, Aurangabad",MBBS,Reported,-,-,-
16654,127670,Deemed/Pa id Seats Quota,"Jawahar Lal Nehru Medical College, Belagavi",MBBS,Reported,-,-,-
16655,127685,Deemed/Pa id Seats Quota,"Sri Ramachandra Med. College and Res. Inst., Chennai",MBBS,Reported,-,-,-
